Username,Comment
@indraneelmitra4725,Cute onscreen pair. Nice song
@saurabhbhatia2401,Reminds me of the year I had dropped for IIT JEE preparation.......
@SultanKhan-zi1jl,Dhasu song
@salimamalek3309,Marejanamarjantume
@salimamalek3309,Januiloveu
@salimamalek3309,Iloveuiloveuiloveumarejanamarjantume
@salimamalek3309,Yessjanukanakalomakanakarahehu
@ashwinbhatnagar469,Nice song shekhar
@bhaveshagrawal9566,Anyone noticed Shyamak daavar ?
@FarhanaKhondaker,I learned this choreography by myself when I was 7. I still know it all after 13 years.
@ganeshkamble8227,Ek number hai song
@ramannahar4970,Nice dancing to hot rani
@udgambhatt2694,Sare Commnt Rani mukherjeee ke support me ....😂🤣😂abhishek ko poochlo koi😂🤣
@jia5357,Abhishek's dance is like a girl dancing. 😂😂😂
@salimamalek3309,Januiloveukanakalomabenamajporlunahana
@ishamirza22,"Preparations for the sequel to the movie ""Bunty and Bubbly.""
https://www.greatnewz.com/preparations-for-the-sequel-to-the-movie-bunty-and-bubbly/"
@Karenchan-20,2019 quien lo escucha?💗
@ManishSingh-hf2ei,Nice Of The Movie
@NimaAryal,This is the best song EVER!!!!!!!!!!!!!!!😍😍😍🤩🤩🤩🤩🤩💝💝💝💝💝💝💝💝💝💝😁😁
@beast.incarlet,Anyone in 2020?
@chaitalighosh1759,"After watching Abhishek 
Chetan Bhagat ko thoda sa confidence aaya and he became the judge of the show named after this song."
@chaitalighosh1759,1:50  shamak sir kya dhassu entry maari thi .
@sandyshah328,"Looking  a song for dance performance
Suggest any song"
@nafeesansarii8951,In front of rani Abishek'S dance fail
@ruzinakaif7126,Please full movie
@salimamalek3309,Haallapakmaraupparrahamkoro
@salimamalek3309,Kumujaabmekaperchaya
@salimamalek3309,Makusurbarhotemujakoyeduknyhote
@salimamalek3309,Itnabadnameitneiljammarekesmotmakukuda
@salimamalek3309,Kobekobesochtehuallnamujauratkubanaya
@salimamalek3309,Yessjanmatumarehumatumarehusartumeamaramarjantume
@salimamalek3309,Ohjanutumbhutyeadataho
@sathisarkar7101,Always fav Rani ji 😍😍
@salimamalek3309,Ohjanutumbhutyeadatahojaniloveu
@salimamalek3309,Yessjanmatumarehumatumarehusarptumeamaramarjantume
@arjunsagar3600,Very song
@salimamalek3309,Yessjanatummarehotummarehosarpametumaramarjantume
@salimamalek3309,Ohjanutumbhutyeadatahojan
@niharikakhullar7675,Abshishek's costumes Are NOT good and Rani's costumes are TOo good..
@kanhamalviya3,What a song and abhishek bachchan danced so good
@rameshbanjare5877,Nice song 😘😘😘😘😘😘😘😘
@fahadadnan9958,Nycccc rani
@sultanbhai4362,Nice song
@idontknowmyname8305,هايلة  😍 نموت على الهنودة و حابة نروح للهند ... تبانلي انا الجزائرية الوحيدة لي كما هكدا 😅
@princetiwari6489,mind blowing
@TheTeethFairy,Well isn't she pretty 😘😘😍😍😍😍
@giliraraabrahandmadecards4936,I feel.sorry for amitaba son. who ever dressed him and that choreography for him lol
@prachitiwari5345,Nach baliye
@cypherhyung,Balle Balle On Sunday Sunday ke liye aaya hu 🤣🤣🤣
@Cinemaadda46353,Nice song
@Innovatingforhumankind,Balle Balle on a Sunday Sunday 😂😂😂
@reshmajose2630,Rani😍💚 Wat a dance❤️
@riyabharti1426,Abhishek 😂😂😂
@riyabharti1426,From BuzzFeed India ??
@lusiaateca1682,rani mukherji is so multi talented....shes the sizzle queen of bollywood and lots of love from Fiji
@anuanu-sl9jv,vera level song
@ohyjsk5515,নাইস
@anna-mayramnarine6034,Really talented dancing and dancers❤❤ love it.. My daughters  practised & learned every one of those moves & the song for a dance competition and won🔥😀🔥😀
@sonasonam1767,Very energatic song..seriously..
@queenofzee,"SEL should bring back Alisha Chinoy - she left due to harrassment from Anu Malik.  She left a gap filled by Sunidhi - now Sunidhi is not active.  Neha is no comparison, actually Neha a nice person but a subpar singer.  She got lucky, that is all."
@abhishekmishra7975,Look at abhishek😅😅😅😅😅...I can't stop laughing
@rajnishdeshpande4390,My favourite movie BB
@RahulGupta-zi4pp,That time Rani my hot sexy girl i love it can't control 😋😋
@tayoakponiya1406,"I love this
I love Indian songs and movies pls am looking for an Indian guy to date😁"
@medlafdi.4281,2019 😍
@candyk5093,Subscribed to Hawa Hawa Hassan Jahangir Production
@kantilalbhogayata3486,Shankar mahadevan  is really good singer🎤
@Pravinmusic,main jab radio par sunta tha when i saw in 10th std mom use to throw my radio battry out of radio i use to buy new and listen all these hits that time ...now have started singing few of them.....sweet memory
@johnwilson4989,TE   GUSTA  LA  MUSICA  SI  O  NO
@johnwilson4989,QUE  TAL
@johnwilson4989,COMO  ESTAN
@rimpyjatt6708,Fb&&) 🕉💞💗💗🕎💗☸💗🔯☸💗💟💘💓💟
@jitendave,Rani😘😘😘😘😘😘😘😘😘😘😘😋
@kajolkajol2699,Awesome Rani....
@kirangowda1865,This song sing by our karnataka south Indian singer
@amanbhoria1013,Raani mukherjee ❤️❤️❤️💋💋💋💋
@Kraj11,We wanted to dance in school for this song and it got cancelled. Memories
@shofnaakthar3651,Sorry but I couldn’t stop laughing at Abhishek dancing 😂😂 (if you can call it that) Rani was just AMAZING!!
@debashissengupta5674,"I LOVE THIS SONG😀😊🎵 mein to ye song👇 ek hapta me 2 bar✌ sun he leta hu.
Abishek bachan👨 aur rani mukerjee👩 ki ye song ka baria dance💃 aur perfromes dek kar muje bohot acha laga👍👍.aur rani mukerjee ka zada😊 abishek bachan kuch khas chis nahi hai😐😕😞."
@moharjha3139,Very interested song
@HariOm-vm8jq,Nice video
@bijaykumarbehera3200,God!!
@rajabapuraj8205,Good song
@kheraaalachaharchahar6494,Mast song
@saherinparvin6690,My favourite songs
@smritiis8934,Abhishek ❤ always liked him n still i do
@rameshjoshi915,I love u rani
@robertocuellarpandique7130,Love you....is coreografia
@dushi606,"Nice song, funny choreography 😂🤣"
@ravindratikhe3594,My most fevroble & most exciting song
@Memory_visit,Whu am I getting embarassed watching this. And cringing so hard
@loveaboutyou,Abhishek Bachchan haters
@premchouhan8936,"Jai ho rani ke divano ki jai ho 👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌❤❤❤❤❤❤❤❤❤❤❤❤❤
👇"
@pdkasana8185,Nice dance & song
@ورودلاتذبل-و9ك,ابتسامة ونظرة عيون راني موخرجي فيهم سر😍💖🤗
@ورودلاتذبل-و9ك,جزاءرية مرت من هنا 💖😘🤗😊😍
@OP-zj3rh,I love Rani fatastic song
@zaiiid999,Ghatak
@soumalyaghosh2576,why we miss this like music at present modern musicians are faliour???🤔🤔🤔🤔
@noramuller9568,"Rani is so beautiful, her performance is 🔥🔥🔥"
@sakshishivani2915,I saw 💕Sushant Singh Rajput💕 dancing... in the background .... 😘😘😘
@lilianahernandez1009,Wow k coreografías
@rajeshtelgote5606,Karan
@Ayan44,song is fire choreography is fire
@im4urumine1,Rani is just so amazing
@rakibulislamsaikat7678,"12 or 13 years ago I heared this song on vcd player😍😍😍
Now 2019.. love it😍😍😍"
@mazhershah3818,Wao what a expression of rani and pure dancing stunning prfomenc
@jumonkalita637,Cheeeeeee Abhishek 🤮🤮 no body language
@sushantkumar-mb6ud,Only for Sushant Singh Rajput
@namitajadhav7940,Queen 👑
@cristinacristina3146,love this song so much nd Rani nd Abh super 👍
@ananyatripathi5778,Nice
@madevisingh8801,i love the clothes the dancers wore
@ManishKumar-fk9ve,Best hai........
@t.chojnowska41,This song is just stunning :-D I don't know how people can say that Abishek acts bad. She is so beautiful <3 They rock together :-)
@arpitapramanick68,Good song and dance with style video
@daniyalkhan5602,Love you song
@divyanshusrivastava8623,What a potential of abhishek bacchan and rani mam
@priyankaprajapati1422,Who is listening in 2019
@shaswatighosh3983,Rani tooooooo good
@rohitgurung1929,Too nice
@elizabethgarcia9818,"I knew Abhishek Bachchan was a great actor, a super handsome man, with great intelligence, and witt, but this is a surprise... he is also a WONDERFUL dancer, and I love that!!! Abhishek Ji, you are a COMPLETE PACKAGE SR!!! 😍😍😍😍😍"
@shaswatighosh3983,Electrifying performance by rani
@durgeshrajpoot3321,osm song
@AbdulMannan-bm4th,Anyone in 2019...👋...👌...🤙...❤️...🌹
@aslighumakkad,Waah
@abhishekbanthiya9338,Next season kb aa raha h nach ka
@xvprajapati6981,Wtf Abhishek bro
@tmobile3270,الاغنيه تجنن
@АльмираФархутдинова-с6з,"20
19.
🤘🤘🤘🤘🤘👍👍👍👍👍👍👍👍"
@aradhanap97,Rani Mukharjee reminds me of Demi Lovato
@aradhanap97,Wow what a dance
@aradhanap97,2019 anyone?😉
@pallavishinde33,Love 😍  u Rani 😍 😍
@richardnarine9610,2019 anyone
@shougokawada8491,This video should have millions of views!!
@polybanerjee7152,what asong
@debajanidas3062,Itna kharab gaana.
@richardnarine5303,On a friday 😎👍👍
@khushio783,hibro
@khushio783,newlips
@khushio783,renderpacomprendtotinationki
@rajkumarsahani2288,nice
@rajkumarahirwar4828,very nice songs
@fahadkhaleeq939,December 2018
@moonshiekh1100,Rani looking bomb in this song !!@##
@simranbhardwaj4293,what a briliant song
@junaidjoni2517,2018 nov24
@golumangal7064,2018
@АльмираФархутдинова-к2ь,Коронная песня.✔✔✔✔✔✔✔
@nmt8999,I never found any who complimented Abhishek Bachchan 😂😂
@АльмираФархутдинова-к2ь,Моя любимая актриса.
@saira9130,Just hate their looks and dresses in this video... rest the song is awesome
@sancharibachher,Rani is one of the best dancer in Bollywood
@lalitsharma8857,So sweet song  love you 😢😢😘
@arjundeva286,Nice
@rossana9073,Finally i found this song! Long time ago omg! I’m só happy i love Rani... 😍😍😍❤️😘
@jigyasyadav187,Manja a gya bro kya bat hai
@Cheemtu,"August 28, 2018 anyone?"
@mdhifzur8971,well done
@mdhifzur8971,anbhishek and ranimukharjiiii
@mdhifzur8971,nice too you
@kylabelfon721,"Loved this video rani really killed it, her dancing was omg. Just love her ."
@NirmalSINGH-wl5re,Very sweet song
@KAPTAAN1423,nice rani
@СалихатАликперова,Rane Mucerje
@СалихатАликперова,The Best Rani Mukerdji
@فجرالقحطاني-ز9ذ,💃💃
@delinemie8842,pls Up date fUll mOvie I want tO see this movie
@araadiaadnan6922,Omg Raniiii... nice song and super coreogrhapy 😍👏
@rajeshsarder7445,I live Rani Mukherjee
@namasteyoga6372,इस चैनल को सबस्क्राइब जरूर करे DJ tiss nussd
@shalluparcha4749,NICE
@sitarampanwar7061,All times my favourite songs
@serenagomes42,Kya jhakaas dance hai. Super choreography
@smritinagpal4278,Hmmm
@Rahat-fj2rc,sajiya
@biharwapapatnarajshekarkum6113,Banty me hero
@biharwapapatnarajshekarkum6113,Love song
@المهديالقائمالمنتظرع,😙😙i love rane emocarj and i love this song to much the dans and draes i lovit too
@PriyankaSingh-xo4hy,Nice song
@dewicitra7432,full movie subtitles indonesia please..
@مروشهمراوي-ي8ز,رووووعه هسه بادي هذه الفلم في MBC بوليود ..وهس اعلان بس بادي
@kidsperfect4430,yes
@الشمريبسام-ل6ش,ولا اروع بجنن
@fanny97xd,I have learnt all the coreography 😂😂
@العتيبينوف-ر8ر,👏👏💃😎
@fahimaakter3296,o my god finally I found this song I love this song so much I don't know why
@mirara84,RANI 😍😍
@christianrimebravo3703,Chevere la danza hindú 😎✔👏
@dirlei24,"Lindo este vídeo, gostei muito. "
@kardelenparlak,<3 <3 <3 <3
@LaaaB0um,Love this song <3
